recorded_amine,score_amine,counterfactual_amide,score_amide
COc1ccccc1CCN(C[C@H]1CCCN1)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,0.999999,COc1ccccc1CCN(C(=O)[C@H]1CCCN1)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,0.982273
Oc1ccccc1N(CCCNC[C@H]1CCCN1)CC1CNC1,0.167769,O=C(C1CNC1)N(CCCNC[C@H]1CCCN1)c1ccccc1O,0.214331
COc1cccc2c1CCN(C1CN(C[C@H]3CCCN3)C1)C2c1c[nH]c2ccc(N3CCNCC3)cc12,0.811772,COc1cccc2c1CCN(C1CN(C(=O)[C@H]3CCCN3)C1)C2c1c[nH]c2ccc(N3CCNCC3)cc12,0.366864
O=C(CBr)CN1CCC[C@@H]1C(=O)O,0.003233,O=C(CBr)C(=O)N1CCC[C@@H]1C(=O)O,0.001533
COc1ccccc1CCNCCN(C)C[C@H](N)CCSC,0.334695,COc1ccccc1CCNC(=O)CN(C)C[C@H](N)CCSC,0.025458
COCCN(CCCN(Cc1cccc(Br)c1)CC1CCN1)Cc1c[nH]c2ccc(Br)cc12,0.992146,COCCN(CCCN(Cc1cccc(Br)c1)C(=O)C1CCN1)Cc1c[nH]c2ccc(Br)cc12,0.94115
N#Cc1cc(N)cc(N2CC(N(CCc3ccccc3Br)CC3CCN3)C2)c1,0.992332,N#Cc1cc(N)cc(N2CC(N(CCc3ccccc3Br)C(=O)C3CCN3)C2)c1,0.216459
Nc1ccc(Br)cc1N(C[C@@H](N)Cc1ccccc1)C[C@@H]1CCCN1,0.64692,Nc1ccc(Br)cc1N(C[C@@H](N)Cc1ccccc1)C(=O)[C@@H]1CCCN1,0.44091
C=CCN1CCC[C@@H]1CN1CCC(CN(Cc2c[nH]c3ccccc23)c2ccccc2O)CC1,0.978346,C=CC(=O)N1CCC[C@@H]1CN1CCC(CN(Cc2c[nH]c3ccccc23)c2ccccc2O)CC1,0.848672
C#CCN(CCCNC[C@@H]1CCCN1)Cc1ccc(F)cc1,0.424719,C#CCN(CCCNC[C@@H]1CCCN1)C(=O)c1ccc(F)cc1,0.148514
O=CCN1CCCCC1,0.006718,O=CC(=O)N1CCCCC1,0.000958
NCCCN(CCN)CCc1ccccc1Br,0.356653,NCCC(=O)N(CCN)CCc1ccccc1Br,0.019508
CN(CCCN)CCNc1cc(C#N)ccc1O,0.510222,CN(CCCN)CC(=O)Nc1cc(C#N)ccc1O,0.025227
C=CCN1CCC(Nc2ccc(CNCCO)cc2Br)CC1,0.46696,C=CC(=O)N(CCO)Cc1ccc(NC2CCNCC2)c(Br)c1,0.039178
NCCCN1CC(CN[C@H](CS)C(=O)O)C1,0.014745,NCCC(=O)N(CC1CNC1)[C@H](CS)C(=O)O,0.004071
C[C@H](NCCCN)C1=NCCc2c(Br)cccc21,0.081665,C[C@H](NC(=O)CCN)C1=NCCc2c(Br)cccc21,0.002818
CNCCN(c1cc(C#CCN)ccc1N)C1CCCN(Cc2c[nH]c3ccc(Br)cc23)C1,0.982834,CNCC(=O)N(c1cc(C#CCN)ccc1N)C1CCCN(Cc2c[nH]c3ccc(Br)cc23)C1,0.8316
CN(CCCN)CCN(C)CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S,0.995775,CN(CCN(C)C(=O)CCN)CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S,0.986492
Nc1ccc(CN(CCc2c[nH]c3ccccc23)C[C@H]2CCCN2CCC=O)cc1Br,0.999993,Nc1ccc(C(=O)N(CCc2c[nH]c3ccccc23)C[C@H]2CCCN2CCC=O)cc1Br,0.990769
C=CCN1CCC1CN1CCC(N(Cc2c[nH]c3cc(Br)ccc23)c2ccc(Br)cc2O)C1,0.99737,C=CC(=O)N1CCC1CN1CCC(N(Cc2c[nH]c3cc(Br)ccc23)c2ccc(Br)cc2O)C1,0.984667
Nc1cccc(Br)c1CN1CCC[C@@H]1CN(CCc1ccccc1)C1CN(C(CCl)c2ccc(Br)cc2)C1,0.823374,Nc1cccc(Br)c1C(=O)N1CCC[C@@H]1CN(CCc1ccccc1)C1CN(C(CCl)c2ccc(Br)cc2)C1,0.67749
N[C@H](CS)CN(CCc1ccc(O)cc1)C[C@@H]1CCCN1,0.734835,N[C@H](CS)C(=O)N(CCc1ccc(O)cc1)C[C@@H]1CCCN1,0.13502
C#Cc1ccc2[nH]cc(C3c4cccc(Br)c4CCN3CC3CCN(CCN)CC3)c2c1,0.989914,C#Cc1ccc2[nH]cc(C3c4cccc(Br)c4CCN3CC3CCN(C(=O)CN)CC3)c2c1,0.757149
O=C(CBr)CN1CCC1CN(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)c(F)cc1O,0.968195,O=C(CBr)C(=O)N1CCC1CN(Cc1c[nH]c2cc(Br)ccc12)c1cc(F)c(F)cc1O,0.307219
Oc1cc(Br)ccc1NC[C@H](CS)NC[C@@H]1CCCN1,0.255836,O=C(Nc1ccc(Br)cc1O)[C@H](CS)NC[C@@H]1CCCN1,0.033239
CNCCNc1cccc(Br)c1N,0.055795,CNCC(=O)Nc1c(N)cccc1Br,0.008025
Nc1c(F)cccc1CN1CC(N(CCO)CCC[C@H](N)C(=O)O)C1,0.149305,Nc1c(F)cccc1CN1CC(N(CCO)C(=O)CC[C@H](N)C(=O)O)C1,0.022102
COc1cccc(CNCC[C@H](C(=O)O)N(Cc2c[nH]c3cc(Br)ccc23)C(C)CCl)c1,0.836972,COc1cccc(CNC(=O)C[C@H](C(=O)O)N(Cc2c[nH]c3cc(Br)ccc23)C(C)CCl)c1,0.147223
Oc1ccc(F)cc1N(Cc1c[nH]c2ccc(Br)cc12)C[C@@H]1CCCN1C1CCN(CCBr)C1,0.993235,O=C(CBr)N1CCC(N2CCC[C@H]2CN(Cc2c[nH]c3ccc(Br)cc23)c2cc(F)ccc2O)C1,0.959086
C[C@@H](N)CN1CCC[C@@H]1CN(CCc1c[nH]c2ccccc12)Cc1cccc(Cl)c1,0.997354,C[C@@H](N)C(=O)N1CCC[C@@H]1CN(CCc1c[nH]c2ccccc12)Cc1cccc(Cl)c1,0.90408
COc1ccccc1CCNC[C@H]1CCCN1,0.693644,COc1ccccc1CCNC(=O)[C@H]1CCCN1,0.016304
C=CCN(CCCNc1ccc(Br)cc1N)Cc1c[nH]c2ccc(F)cc12,0.942475,C=CCN(CCC(=O)Nc1cc(Br)ccc1N)Cc1c[nH]c2ccc(F)cc12,0.524421
C[C@@H](O)[C@H](NCCN)C(=O)O,0.007414,C[C@@H](O)[C@H](N)C(=O)NCC(=O)O,0.00194
CNCCN(CCc1ccccc1Br)CC1c2cccc(Br)c2CCN1C[C@@H]1CCCN1,0.781918,CN(CCN(CCc1ccccc1Br)CC1NCCc2c(Br)cccc21)C(=O)[C@@H]1CCCN1,0.645775
NCCCN1CCC(Nc2ccc(Br)cc2OC(=O)[C@H](N)CO)C1,0.151444,NCCC(=O)N(c1ccc(Br)cc1OC(=O)[C@H](N)CO)C1CCNC1,0.02913
COc1cccc2c1CCNC2CN(CC1CCN1)c1cc(Br)cc(C#N)c1,0.988954,COc1cccc2c1CCN(C(=O)C1CCN1)C2CNc1cc(Br)cc(C#N)c1,0.657206
NCCCN(CCCO)C1CN(c2ccc3[nH]cc(C4NCCc5c(Br)cccc54)c3c2)C1,0.992165,NCCC(=O)N(CCCO)C1CN(c2ccc3[nH]cc(C4NCCc5c(Br)cccc54)c3c2)C1,0.550723
COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C[C@H](C)NC[C@@H]1CCCN1C[C@H](C)N,0.974457,COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C[C@H](C)N(C[C@@H]1CCCN1)C(=O)[C@H](C)N,0.829917
C[C@@H](N)CN(C[C@@H](N)CO)C1CC1,0.036985,C[C@@H](N)C(=O)N(C[C@@H](N)CO)C1CC1,0.005932
N[C@H](CCN1CCc2c(Br)cccc2C1CN1CCC(O)CC1)C(=O)O,0.511725,N[C@H](CCN1CCc2c(Br)cccc2C1C(=O)N1CCC(O)CC1)C(=O)O,0.280665
N#Cc1ccc(N(CCC=O)C[C@H]2CCCN2CC2CCN2)c(N)c1,0.531852,N#Cc1ccc(N(CCC=O)C[C@H]2CCCN2C(=O)C2CCN2)c(N)c1,0.004165
CN(CC(=O)O)C[C@H]1CCCN1C1CNC1,0.030639,CN(CC(=O)O)C(=O)[C@H]1CCCN1C1CNC1,0.008893
Oc1cc(Br)ccc1N(C[C@H]1CCCN1)C1CCCN(CCBr)C1,0.916672,O=C(CBr)N1CCCC(N(C[C@H]2CCCN2)c2ccc(Br)cc2O)C1,0.019206
Oc1cc(Br)ccc1N(C[C@@H]1CCCNC1)C[C@@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12,0.987709,O=C([C@@H]1CCCNC1)N(C[C@@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)c1ccc(Br)cc1O,0.983235
COc1ccc(O)c(N(Cc2c[nH]c3cc(Br)ccc23)C[C@@H]2CCCN2C2CN(CC3CCN3)C2)c1,0.994648,COc1ccc(O)c(N(Cc2c[nH]c3cc(Br)ccc23)C[C@@H]2CCCN2C2CN(C(=O)C3CCN3)C2)c1,0.909652
NCCN(CCCNc1cc(F)c(F)cc1O)Cc1cccc(F)c1N,0.803751,NCCN(CCCNc1cc(F)c(F)cc1O)C(=O)c1cccc(F)c1N,0.208184
N[C@H](CO)CNCCc1c[nH]c2ccccc12,0.884838,N[C@H](CO)C(=O)NCCc1c[nH]c2ccccc12,0.027293
COc1ccccc1CCN(CCCN)C(C)CCl,0.576107,COc1ccccc1CCN(C(=O)CCN)C(C)CCl,0.007025
N#Cc1ccc(N)c(NC[C@H]2CCCN2C[C@@H]2CCCN2)c1,0.787236,N#Cc1ccc(N)c(N(C[C@H]2CCCN2)C(=O)[C@@H]2CCCN2)c1,0.08573
N#Cc1ccc(O)c(NCCNCC2CNC2)c1,0.446886,N#Cc1ccc(O)c(NC(=O)CNCC2CNC2)c1,0.167226
C[C@H](N)CN1CCC[C@@H]1CNc1cccc2cc[nH]c12,0.680458,C[C@H](N)C(=O)N(C[C@H]1CCCN1)c1cccc2cc[nH]c12,0.265342
CNCCN(C)CCNCCc1ccccc1Br,0.184238,CNCCN(C)CC(=O)NCCc1ccccc1Br,0.009813
C[C@@H](N)CN1CCC1C(=O)Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CC1CCN1)CC2,0.991561,C[C@@H](N)CN1CCC1C(=O)Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(C(=O)C1CCN1)CC2,0.834687
C=CCN1CC(N2CCC2CN(C[C@H](N)Cc2ccc(O)cc2)c2cccc3cc[nH]c23)C1,0.967819,C=CC(=O)N1CC(N2CCC2CN(C[C@H](N)Cc2ccc(O)cc2)c2cccc3cc[nH]c23)C1,0.762139
CC[C@H](N)CN(C)CC(=O)Oc1ccccc1NCC=O,0.007387,CC[C@@H](CN(C)CC(=O)Oc1ccccc1N)NC(=O)C=O,0.002066
NCCCN(CCBr)Cc1ccccc1,0.092276,NCCC(=O)N(CCBr)Cc1ccccc1,0.004183
C[C@@H](N)CNCCCCNCc1c[nH]c2ccc(C#N)cc12,0.672472,C[C@@H](N)C(=O)NCCCCNCc1c[nH]c2ccc(C#N)cc12,0.257839
Oc1cc(Br)ccc1NC[C@@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12,0.9261,O=C(Nc1ccc(Br)cc1O)[C@@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12,0.433731
O=C1CCN(CC2CCN(Cc3cccc(Br)c3)CC2)CC1,0.211275,O=C1CCN(C(=O)C2CCN(Cc3cccc(Br)c3)CC2)CC1,0.015997
N[C@H](CO)CN(CCc1ccc(O)cc1)Cc1ccc(F)cc1,0.699423,N[C@H](CO)CN(CCc1ccc(O)cc1)C(=O)c1ccc(F)cc1,0.035547
C[C@H](N)CN(c1ccc(CN2CC[C@@H](O)C2)cc1Br)C1CCCN(Cc2c[nH]c3cc(Br)ccc23)C1,0.967233,C[C@H](N)CN(c1ccc(C(=O)N2CC[C@@H](O)C2)cc1Br)C1CCCN(Cc2c[nH]c3cc(Br)ccc23)C1,0.933652
Brc1ccc2[nH]cc(CN(c3c(Br)cccc3NC[C@H]3CCCN3)C3CCCNC3)c2c1,0.782189,O=C(Nc1cccc(Br)c1N(Cc1c[nH]c2ccc(Br)cc12)C1CCCNC1)[C@H]1CCCN1,0.553806
O=CCN1CC(CN2CCC[C@@H]2CNc2ccccc2O)C1,0.2189,O=CCN1CC(CN2CCC[C@@H]2C(=O)Nc2ccccc2O)C1,0.031571
Oc1ccc(CCNC[C@H]2CCCN2C[C@@H]2CCCN2)cc1,0.973976,O=C([C@@H]1CCCN1)N(CCc1ccc(O)cc1)C[C@H]1CCCN1,0.121616
C=CCN(CC1CCN(C[C@@H](C)NCc2cccc(Br)c2)CC1)c1cccc2cc[nH]c12,0.976963,C=CC(=O)N(CC1CCN(C[C@@H](C)NCc2cccc(Br)c2)CC1)c1cccc2cc[nH]c12,0.963168
COc1ccc(O)c(NCCNC[C@H]2CCCN2)c1,0.39822,COc1ccc(O)c(NC(=O)CNC[C@H]2CCCN2)c1,0.109809
N#Cc1cc(Br)cc(NCC2CCN2CCCN(CCN)Cc2cccc(Br)c2)c1,0.975801,N#Cc1cc(Br)cc(NC(=O)C2CCN2CCCN(CCN)Cc2cccc(Br)c2)c1,0.873518
Oc1cccc(CNCC2CCN2CCN(CCBr)c2cccc(Br)c2O)c1,0.990049,O=C(CBr)N(CCN1CCC1CNCc1cccc(O)c1)c1cccc(Br)c1O,0.980066
O=C1CN(Cc2cccc(O)c2NCc2c[nH]c3ccc(Br)cc23)C1,0.688248,O=C1CN(C(=O)c2cccc(O)c2NCc2c[nH]c3ccc(Br)cc23)C1,0.041717
NCCN(C[C@H]1CCCN1CC1CCN1)c1cc(F)c(F)cc1O,0.847447,NCC(=O)N(C[C@H]1CCCN1CC1CCN1)c1cc(F)c(F)cc1O,0.927993
C[C@H](N)CN(CCNc1ccccc1O)C[C@@H]1CCCN1,0.335711,C[C@H](N)CN(CC(=O)Nc1ccccc1O)C[C@@H]1CCCN1,0.033265
CNCCN(Cc1c[nH]c2ccc(Br)cc12)[C@H](CC(C)C)CN1CCC[C@@H]1c1nc2cc(F)c(F)cc2o1,0.825426,CNCC(=O)N(Cc1c[nH]c2ccc(Br)cc12)[C@H](CC(C)C)CN1CCC[C@@H]1c1nc2cc(F)c(F)cc2o1,0.581394
C#CCN(CCNC)C(CCl)c1ccc(Cl)c(Cl)c1,0.02982,C#CCN(C(=O)CNC)C(CCl)c1ccc(Cl)c(Cl)c1,0.01864
Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CC1CCN(CCCNC3CC3)CC1)CC2,0.988789,O=C(CCN1CCC(CN2CCc3ccc(O)cc3C2c2c[nH]c3cc(Br)ccc23)CC1)NC1CC1,0.97738
N[C@@H](CCC(=O)O)CNCCc1ccc(O)cc1,0.602631,N[C@@H](CCC(=O)NCCc1ccc(O)cc1)C(=O)O,0.014398
CC[C@@H](CN1CCC(Nc2cccc3cc[nH]c23)C1)NCC1CCN1,0.645738,CC[C@@H](CN1CCC(Nc2cccc3cc[nH]c23)C1)NC(=O)C1CCN1,0.5
COc1ccccc1CN(CC=O)C[C@H](N)CS,0.002036,COc1ccccc1CN(C[C@H](N)CS)C(=O)C=O,0.001761
NCCN(Cc1c[nH]c2cc(Br)ccc12)c1ccc(CN2CCC[C@H]2CN2CCC[C@@H](O)C2)cc1Br,0.986801,NCCN(Cc1c[nH]c2cc(Br)ccc12)c1ccc(CN2CCC[C@H]2C(=O)N2CCC[C@@H](O)C2)cc1Br,0.757448
C[C@@H](CN(C[C@@H]1CCCNC1)c1ccc(Br)cc1)NCc1cccc(F)c1F,0.712034,C[C@@H](CN(C(=O)[C@@H]1CCCNC1)c1ccc(Br)cc1)NCc1cccc(F)c1F,0.363046
CC[C@H](N)CN1CCCC(N(C)CCN(Cc2ccc(O)cc2)Cc2c[nH]c3ccc(F)cc23)C1,0.958183,CC[C@H](N)C(=O)N1CCCC(N(C)CCN(Cc2ccc(O)cc2)Cc2c[nH]c3ccc(F)cc23)C1,0.820544
O=C1CCN(CCCNCCc2ccc(O)cc2)C1,0.858316,O=C1CCN(CCC(=O)NCCc2ccc(O)cc2)C1,0.081891
O=CCCN1CCC[C@@H]1CNc1ccc(Br)cc1O,0.351814,O=CCCN1CCC[C@@H]1C(=O)Nc1ccc(Br)cc1O,0.017558
CN(CCN1CCC[C@@H]1CNc1cccc(Br)c1O)CC1CCN1,0.782235,CN(CCN1CCC[C@@H]1C(=O)Nc1cccc(Br)c1O)CC1CCN1,0.403598
c1ccc(N(C[C@@H]2CCCN2)C2CCCNC2)nc1,0.255173,O=C([C@@H]1CCCN1)N(c1ccccn1)C1CCCNC1,0.085437
CN(CCN(CCc1ccccc1Br)C[C@@H]1CCCN1CCN)Cc1c[nH]c2ccc(Br)cc12,0.971273,CN(CCN(CCc1ccccc1Br)C[C@@H]1CCCN1C(=O)CN)Cc1c[nH]c2ccc(Br)cc12,0.958183
Nc1ccc(CN2CCC2CN(c2cccc3c2CCNC3c2c[nH]c3ccc(F)cc23)C2CC2)cc1Br,0.945578,Nc1ccc(CN2CCC2C(=O)N(c2cccc3c2CCNC3c2c[nH]c3ccc(F)cc23)C2CC2)cc1Br,0.768431
N[C@@H](CC(=O)O)CN1CCC(=O)CC1,0.014489,N[C@@H](CC(=O)N1CCC(=O)CC1)C(=O)O,0.00234
O=C1CCN(CC(=O)CBr)CC1,0.009844,O=C1CCN(C(=O)C(=O)CBr)CC1,0.0019
CN(CCNc1cc(F)ccc1O)C1CCN(C2CN(C(CCl)c3ccc(Cl)c(Cl)c3)C2)C1,0.771288,CN(CC(=O)Nc1cc(F)ccc1O)C1CCN(C2CN(C(CCl)c3ccc(Cl)c(Cl)c3)C2)C1,0.536413
Oc1cc(Br)ccc1N(Cc1c[nH]c2cc(Br)ccc12)C[C@H]1CCCN1CC1CCN(CCBr)CC1,0.988856,O=C(CBr)N1CCC(CN2CCC[C@@H]2CN(Cc2c[nH]c3cc(Br)ccc23)c2ccc(Br)cc2O)CC1,0.868214
NCCCN1CCC[C@H]1CN(CCc1c[nH]c2ccccc12)Cc1cccc(Br)c1,0.999993,NCCC(=O)N1CCC[C@H]1CN(CCc1c[nH]c2ccccc12)Cc1cccc(Br)c1,0.924552
Nc1ccc(CN2CC(C(=O)O)C2)cc1O,0.02145,Nc1ccc(C(=O)N2CC(C(=O)O)C2)cc1O,0.002162
CC[C@H](N)CN(C[C@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)[C@@H](CC)C(=O)Oc1ccccc1N,0.97615,CC[C@H](N)C(=O)N(C[C@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)[C@@H](CC)C(=O)Oc1ccccc1N,0.58632
c1ccc2c(NC[C@H]3CCCN3CC3CCN3)ccnc2c1,0.831767,O=C(Nc1ccnc2ccccc12)[C@H]1CCCN1CC1CCN1,0.246497
Oc1cc(F)c(F)cc1N(CC1NCCc2ccccc21)C[C@@H]1CCCN1,0.990975,O=C([C@@H]1CCCN1)N(CC1NCCc2ccccc21)c1cc(F)c(F)cc1O,0.977738
N#Cc1ccc(N(Cc2c[nH]c3cc(Br)ccc23)CC2CCN2C[C@@H]2CCCN2)c(N)c1,0.999992,N#Cc1ccc(N(Cc2c[nH]c3cc(Br)ccc23)CC2CCN2C(=O)[C@@H]2CCCN2)c(N)c1,0.650431
Oc1ccc(Br)cc1NC[C@@H]1CCCN1C1CN(CC2CCN2)C1,0.832961,O=C(Nc1cc(Br)ccc1O)[C@@H]1CCCN1C1CN(CC2CCN2)C1,0.531274
Brc1cccc2nc(C3CN(CC4CCN4)C3)oc12,0.32782,O=C(C1CCN1)N1CC(c2nc3cccc(Br)c3o2)C1,0.01286
C[C@@H](N)CNc1cc(Br)ccc1N,0.020942,C[C@@H](N)C(=O)Nc1cc(Br)ccc1N,0.001474
Brc1ccc2[nH]cc(CN3CCC[C@@H]3CN3CCCCC3)c2c1,0.796636,O=C([C@H]1CCCN1Cc1c[nH]c2ccc(Br)cc12)N1CCCCC1,0.123747
Oc1cc(F)c(F)cc1NCCCN(Cc1cccc(Br)c1)CC1CCNCC1,0.96548,O=C(C1CCNCC1)N(CCCNCc1cccc(Br)c1)c1cc(F)c(F)cc1O,0.598361
CC[C@@H](CNC1CC1)NCC(=O)CBr,0.009162,CC[C@H](NCC(=O)CBr)C(=O)NC1CC1,0.002334
O=CCNc1cc(F)c(F)cc1O,0.006779,O=CC(=O)Nc1cc(F)c(F)cc1O,0.000747
Oc1ccc(Br)cc1NCCN1CCC[C@H]1CNc1ccc(Br)cc1,0.614,O=C(CN1CCC[C@H]1CNc1ccc(Br)cc1)Nc1cc(Br)ccc1O,0.124989
NCCCN(CCC[C@H](N)CN(CCBr)c1ccccc1O)Cc1ccc(F)cc1,0.965366,NCCCN(CCC[C@H](N)CN(CCBr)c1ccccc1O)C(=O)c1ccc(F)cc1,0.309694
Oc1cc(F)c(F)cc1N(C1CNC1)C1CCN(Cc2ccc(F)cc2)C1,0.994171,O=C(c1ccc(F)cc1)N1CC(N(c2cc(F)c(F)cc2O)C2CCNC2)C1,0.808846
NC1(CN2CC(C(=O)O)C2)CCC1,0.012826,NC1(C(=O)N2CC(C(=O)O)C2)CCC1,0.002309
O=C1CCN(C[C@@H](Cc2ccccc2)NC2CCNCC2)C1,0.159238,O=C1CCN(C(=O)[C@@H](Cc2ccccc2)NC2CCNCC2)C1,0.014646
O=CCN1CCC[C@H]1CN(C[C@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12)c1cccnc1Br,0.962517,O=CC(=O)N1CCC[C@H]1CN(C[C@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12)c1cccnc1Br,0.696239
COc1cccc(CNCCN(C2CCN(CCN)C2)C(CCl)c2ccc(Br)cc2)c1,0.978735,COc1cccc(CNC(=O)CN(C2CCN(CCN)C2)C(CCl)c2ccc(Br)cc2)c1,0.660141
CNCCN(CC=O)c1cc(Br)ccc1N,0.008787,CN(CCNc1cc(Br)ccc1N)C(=O)C=O,0.000894
C[C@@H](N)CN1CC(CN(C)CC(=O)Oc2ccc(F)cc2NCc2ccc(F)cc2)C1,0.841939,C[C@@H](N)CN1CC(CN(C)CC(=O)Oc2ccc(F)cc2NC(=O)c2ccc(F)cc2)C1,0.576269
Nc1ccc(CNCCN2CCC[C@H]2CN(C2CC2)C(CCl)c2ccc(F)cc2)cc1Br,0.991471,Nc1ccc(C(=O)NCCN2CCC[C@H]2CN(C2CC2)C(CCl)c2ccc(F)cc2)cc1Br,0.990173
Oc1ccc(Br)cc1N(C[C@H]1CCCN1)C1CCCN(C(CCl)c2ccc(F)cc2)C1,0.993586,O=C([C@H]1CCCN1)N(c1cc(Br)ccc1O)C1CCCN(C(CCl)c2ccc(F)cc2)C1,0.966667
COc1ccccc1CNCCCN(C)CCNCCc1ccccc1Br,0.96849,COc1ccccc1CNC(=O)CCN(C)CCNCCc1ccccc1Br,0.51696
NCCCN1CCC1CN(Cc1c[nH]c2ccccc12)c1ccccn1,0.940285,NCCC(=O)N1CCC1CN(Cc1c[nH]c2ccccc12)c1ccccn1,0.069115
CN(CCN(C[C@H](N)CCC(=O)O)c1cc(Br)ccc1O)C[C@H](N)CS,0.112774,CN(CCN(C(=O)CC[C@@H](N)C(=O)O)c1cc(Br)ccc1O)C[C@H](N)CS,0.198231
C[C@@H](CNCCc1ccncc1)NCCN(C)C[C@@H](N)Cc1ccccc1,0.699629,C[C@H](NCCN(C)C[C@@H](N)Cc1ccccc1)C(=O)NCCc1ccncc1,0.10564
c1cc(NCC2CCN2C2CNC2)c2[nH]ccc2c1,0.838781,O=C(Nc1cccc2cc[nH]c12)C1CCN1C1CNC1,0.310226
Oc1ccc(CNCC2CCN2)cc1,0.717401,O=C(NCc1ccc(O)cc1)C1CCN1,0.040072
CN(CCN1CCC(=O)CC1)Cc1ccc(F)cc1,0.057654,CN(CC(=O)N1CCC(=O)CC1)Cc1ccc(F)cc1,0.005018
C#Cc1ccc2c(CN[C@H](Cc3ccc(O)cc3)CN3CCN(CCCN)CC3)c[nH]c2c1,0.854014,C#Cc1ccc2c(CN(C(=O)CCN)[C@H](Cc3ccc(O)cc3)CN3CCNCC3)c[nH]c2c1,0.830026
C[C@@H](CNCCc1ccccc1)NCCC=O,0.322913,C[C@H](NCCC=O)C(=O)NCCc1ccccc1,0.002307
CC[C@H](N)CN[C@H](CS)CN1CC(=O)C1,0.015169,CC[C@H](N)C(=O)N[C@H](CS)CN1CC(=O)C1,0.005936
Nc1ccc(NCCCN2CCC2C(=O)O)cc1O,0.046381,Nc1ccc(N(CCC(=O)O)C(=O)C2CCN2)cc1O,0.059212
N#Cc1ccc(N(C[C@H](N)CS)C2CCN(C[C@@H]3CCCN3)CC2)c(NCc2c[nH]c3cc(Br)ccc23)c1,0.93316,N#Cc1ccc(N(C(=O)[C@H](N)CS)C2CCN(C[C@@H]3CCCN3)CC2)c(NCc2c[nH]c3cc(Br)ccc23)c1,0.747736
COc1cccc2c1CCN(CC1CCNCC1)C2c1c[nH]c2ccc(Br)cc12,0.999999,COc1cccc2c1CCN(C(=O)C1CCNCC1)C2c1c[nH]c2ccc(Br)cc12,0.857155
CNCCN1CCC1CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12,0.999998,CNCC(=O)N1CCC1CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12,0.986688
C[C@@H](N)CN(CC1CCN1)c1ccccc1S,0.074998,C[C@@H](N)C(=O)N(CC1CCN1)c1ccccc1S,0.197066
C#CCN(C[C@@H](C)N(Cc1ccc(N)c(Br)c1)C[C@@H](C)N)C(C)CCl,0.307679,C#CCN(C[C@@H](C)N(C[C@@H](C)N)C(=O)c1ccc(N)c(Br)c1)C(C)CCl,0.253279
O=C(O)C1CCN1Cc1ccc(NC2CCNC2)c(Br)c1,0.078009,O=C(O)C1CCN1C(=O)c1ccc(NC2CCNC2)c(Br)c1,0.013931
Sc1ccccc1N(CC1CCN1)CC1CCN1Cc1c[nH]c2ccc(N3CCCCC3)cc12,0.891167,O=C(C1CCN1)N(CC1CCN1Cc1c[nH]c2ccc(N3CCCCC3)cc12)c1ccccc1S,0.789625
CC[C@H](NCC1CCN1Cc1cccc(F)c1N)C(=O)O,0.197966,CC[C@@H](C(=O)O)N(CC1CCN1)C(=O)c1cccc(F)c1N,0.015208
N#Cc1cc(Br)cc(NC2CCCN(C[C@@H]3CCCN3)C2)c1,0.784934,N#Cc1cc(Br)cc(N(C(=O)[C@@H]2CCCN2)C2CCCNC2)c1,0.165065
COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1CCCNCC1(N)CCC1,0.978457,COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1CCCNC(=O)C1(N)CCC1,0.883142
CNCCN(CCN)CCc1ccccc1Br,0.129909,CNCC(=O)N(CCN)CCc1ccccc1Br,0.021
CNCCNCc1ccccc1,0.101144,CNCC(=O)NCc1ccccc1,0.008378
COc1cccc2c1CCN(C[C@H]1CCCN1)C2C(=O)O,0.687824,COc1cccc2c1CCN(C(=O)[C@H]1CCCN1)C2C(=O)O,0.011234
Nc1cc(Br)ccc1NCCC[C@@H](N)CN1CC(NC2CC2)C1,0.599762,Nc1cc(Br)ccc1NC(=O)CC[C@@H](N)CN1CC(NC2CC2)C1,0.277505
