strategy,tau,similarity,modes,reactions_used,reactions_per_mode,reward_gen_calls,stop_reason,pool_limited,total_modes_run,total_reactions_run,wall_s
best_candidate,7.5,0.6,60,300,5.0,0,reactions,False,60,300,2.49
hub_batching,7.5,0.65,268,300,1.1194,12705,reactions,False,268,300,0.14
best_candidate,7.5,0.65,60,300,5.0,0,reactions,False,60,300,2.04
hub_batching,7.5,0.7,280,300,1.0714,8190,reactions,False,280,300,0.13
best_candidate,7.5,0.7,60,300,5.0,0,reactions,False,60,300,1.79
hub_batching,7.5,0.75,284,300,1.0563,6405,reactions,False,284,300,0.12
best_candidate,7.5,0.75,60,300,5.0,0,reactions,False,60,300,1.57
hub_batching,7.5,0.8,288,300,1.0417,4620,reactions,False,288,300,0.12
best_candidate,7.5,0.8,60,296,4.9333,0,reactions,False,61,301,1.44
hub_batching,7.5,0.85,288,300,1.0417,4620,reactions,False,288,300,0.12
best_candidate,7.5,0.85,60,296,4.9333,0,reactions,False,61,301,1.39
hub_batching,7.5,0.9,288,300,1.0417,4620,reactions,False,288,300,0.12
best_candidate,7.5,0.9,60,296,4.9333,0,reactions,False,61,301,1.35
hub_batching,8.0,0.3,25,125,5.0,269115,pool_exhausted,True,25,125,0.34
best_candidate,8.0,0.3,49,245,5.0,0,pool_exhausted,True,49,245,0.04
hub_batching,8.0,0.35,47,235,5.0,298095,pool_exhausted,True,47,235,0.15
best_candidate,8.0,0.35,60,300,5.0,0,reactions,False,60,300,0.05
hub_batching,8.0,0.4,61,297,4.8689,226485,reactions,False,62,302,0.12
best_candidate,8.0,0.4,60,300,5.0,0,reactions,False,60,300,0.05
hub_batching,8.0,0.45,65,297,4.5692,145005,reactions,False,66,302,0.09
best_candidate,8.0,0.45,60,300,5.0,0,reactions,False,60,300,0.06
hub_batching,8.0,0.5,70,298,4.2571,120435,reactions,False,71,303,0.08
best_candidate,8.0,0.5,60,300,5.0,0,reactions,False,60,300,0.07
hub_batching,8.0,0.55,83,299,3.6024,99855,reactions,False,84,304,0.08
best_candidate,8.0,0.55,60,300,5.0,0,reactions,False,60,300,0.08
hub_batching,8.0,0.6,113,297,2.6283,86205,reactions,False,114,302,0.09
best_candidate,8.0,0.6,60,300,5.0,0,reactions,False,60,300,0.1
hub_batching,8.0,0.65,155,299,1.929,62160,reactions,False,156,304,0.09
best_candidate,8.0,0.65,60,300,5.0,0,reactions,False,60,300,0.11
